,ID,Price,Address,City,State,ZipCode,Latitude,Longitude,Category,Beds,Baths,SqFt,UnSqFt,LotSize,YearBuilt,YearReno
31,/WA/Redmond/15349-NE-106th-Ct-98052/home/2116805,2385000,15349 NE 106th Ct,Redmond,WA,98052,47.6942662,-122.1344539,Single Family Residential,7,5.5,7000,3000,0.2,2007,
32,/WA/Redmond/5235-279th-Ave-NE-98053/home/2062693,998000,5235 279th Ave NE,Redmond,WA,98053,47.6537799,-121.9673485,Single Family Residential,4,3,2690,320,0.8,2005,
33,/WA/Bellevue/14625-NE-34th-St-98007/unit-G18/home/46493,400000,14625 NE 34th St Unit G18,Bellevue,WA,98007,47.6401739,-122.1443617,Condo/Co-op,3,2,1062,,,1976,1976
34,/WA/Redmond/7720-139th-Pl-NE-98052/home/516654,850000,7720 139th Place NE,Redmond,WA,98052,47.6740668,-122.1535868,Single Family Residential,4,2.5,3080,1540,0.19,1969,
35,/WA/Redmond/13804-174th-Pl-NE-98052/home/450965,789950,13804 174th Place NE,Redmond,WA,98052,47.723963,-122.1079502,Single Family Residential,4,2.25,1950,,0.16,1982,
36,/WA/Redmond/5712-251st-Ct-NE-98053/home/447027,2075000,5712 251st Ct NE,Redmond,WA,98053,47.6562916,-122.0025739,Single Family Residential,6,4,6110,0,2.56,2001,
37,/WA/Redmond/9494-Redmond-Woodinville-Rd-NE-98052/unit-B301/home/69487,325000,9494 Redmond Woodinville Rd NE Unit B301,Redmond,WA,98052,47.6855518,-122.1249139,Condo/Co-op,2,1,844,,,1980,1980
38,/WA/Redmond/22225-Redmond-Fall-City-Rd-NE-98053/home/265878,999950,22225 NE Redmond - Fall City Rd,Redmond,WA,98053,47.6482155,-122.0433392,Single Family Residential,3,1,1480,150,4.92,1941,
39,/WA/Bellevue/14625-NE-34th-St-98007/unit-G5/home/145279280,325000,14625 NE 34th St Unit G5,Bellevue,WA,98007,47.6401739,-122.1443618,Condo/Co-op,,,,,,,
40,/WA/Carnation/27715-NE-20th-Pl-98014/home/447620,1000000,27715 NE 20th Place,Carnation,WA,98014,47.625013,-121.968003,Single Family Residential,5,4.25,4280,,4.98,1987,
41,/WA/Redmond/13930-Morgan-Dr-NE-98053/home/2120074,995000,13930 Morgan Dr NE,Redmond,WA,98053,47.7253164,-122.0328228,Single Family Residential,3,2.5,2305,,0.2,2006,
42,/WA/Bellevue/14625-NE-34th-St-98007/unit-G4/home/143848327,350000,14625 NE 34th St Unit G4,Bellevue,WA,98007,47.6401739,-122.1443617,Condo/Co-op,,,,,,,
43,/WA/Redmond/24591-NE-Vine-Maple-Way-98053/home/2096259,675000,24591 NE Vine Maple Wy,Redmond,WA,98053,47.7043722,-122.0113476,Single Family Residential,3,2.5,1810,,0.14,2005,
44,/WA/Redmond/11002-153rd-Ave-NE-98052/home/451674,1700000,11002 153rd Ave NE,Redmond,WA,98052,47.7000041,-122.1355505,Single Family Residential,4,3.25,3300,1530,0.8,1997,
45,/WA/Redmond/9474-Redmond-Woodinville-Rd-NE-98052/unit-A102/home/55396,297000,9474 Redmond Woodinville Ave NE Unit A102,Redmond,WA,98052,47.685359,-122.12469,Condo/Co-op,2,1,844,,,1980,1980
46,/WA/Redmond/17411-NE-45th-St-98052/unit-167/home/29899,750000,17411 NE 45th St,Redmond,WA,98052,47.6500328,-122.1089799,Condo/Co-op,3,2,1542,,,1968,1978
47,/WA/Redmond/23947-NE-127th-St-98053/home/22415725,949000,23947 NE 127th Street,Redmond,WA,98053,47.7112186,-122.0189129,Single Family Residential,3,2.5,2380,,0.19,2013,
48,/WA/Kirkland/7306-132nd-Ave-NE-98033/unit-7/home/144759261,1425000,7306 132nd Ave NE Lot 7,Kirkland,WA,98033,47.6701679,-122.163291,Single Family Residential,,,,,,,
49,/WA/Redmond/11560-174th-Ave-NE-98052/home/144722660,1295950,11560 174th Ave NE,Redmond,WA,98052,47.718583,-122.1087164,Single Family Residential,,,,,,,
50,/WA/Kirkland/11812-NE-71st-Ln-98033/home/144163862,1510995,11812 NE 71st Ln (Unit 22),Kirkland,WA,98033,47.6691876,-122.16492,Condo/Co-op,,,,,,,
51,/WA/Carnation/6511-W-Snoqualmie-Valley-Rd-NE-98014/home/447762,925000,6511 W Snoqualmie Valley Rd NE,Carnation,WA,98014,47.660908,-121.969468,Single Family Residential,4,3,3600,1030,10.1,2004,
52,/WA/Kirkland/11820-NE-71st-Ln-98033/home/143025742,1509995,11820 NE 71st Ln (Unit 20),Kirkland,WA,98033,47.6691876,-122.16492,Condo/Co-op,,,,,,,
53,/WA/Redmond/2250-W-Lake-Sammamish-Pkwy-NE-98052/home/39969286,1128000,2250 W Lake Sammamish Pkwy NE,Redmond,WA,98052,47.6308064,-122.0875751,Single Family Residential,,,,,,,
54,/WA/Carnation/10531-W-Snoqualmie-Valley-Rd-NE-98014/home/12069274,249500,10531 W Snoqualmie Valley Road NE,Carnation,WA,98014,47.6912779,-121.995181,Single Family Residential,1,1,870,,17.98,1960,
55,/WA/Redmond/20810-NE-112th-St-98053/home/145402879,3750000,20810 NE 112th,Redmond,WA,98053,47.6985791,-122.0630776,Single Family Residential,,,,,,,
56,/WA/Redmond/16445-NE-85th-St-98052/home/145369371,3000000,16445 NE 85th St,Redmond,WA,98052,47.678484,-122.1211221,Vacant Land,,,,,,,
57,/WA/Redmond/3400-E-Ames-Lake-Dr-NE-98053/home/447713,950000,3400 E Ames Lake Dr NE,Redmond,WA,98053,47.6386353,-121.9554431,Single Family Residential,4,2.5,3270,,0.49,2007,
58,/WA/Redmond/13236-Adair-Creek-Way-NE-98053/home/12318535,719000,13236 NE Adair Creek Wy NE,Redmond,WA,98053,47.7171924,-122.0206914,Single Family Residential,2,2,1560,,0.12,2007,
59,/WA/Redmond/17385-NE-122nd-St-98052/home/145336221,1311900,17385 NE 122nd St,Redmond,WA,98052,47.709361,-122.101785,Single Family Residential,,,,,,,
60,/WA/Redmond/17226-NE-121st-St-98052/home/145336220,1399900,17226 NE 121st Place,Redmond,WA,98052,47.709361,-122.101785,Single Family Residential,,,,,,,
61,/WA/Redmond/5364-E-Lake-Sammamish-Pkwy-NE-98052/home/322272,1850000,5364 East Lake Sammamish Pkwy NE,Redmond,WA,98052,47.6563533,-122.0927932,Vacant Land,4,3,2220,360,0.22,1956,
62,/WA/Redmond/206-NE-79th-St-98052/home/81078081,229500,206 NE 79th St,Redmond,WA,98053,47.674419,-122.065131,Vacant Land,,,,,,,
63,/WA/Redmond/17249-NE-121st-St-98052/home/145278779,1311900,17249 NE 121st Place,Redmond,WA,98052,47.709361,-122.101785,Single Family Residential,,,,,,,
64,/WA/Redmond/3036-W-Ames-Lake-Dr-NE-98053/home/446440,1700000,3036 W Ames Lake Dr NE,Redmond,WA,98053,47.6350522,-121.9613399,Single Family Residential,4,3.25,4300,1710,0.54,1996,
65,/WA/Redmond/23057-NE-127th-Way-98053/home/2083767,795000,23057 NE 127th Wy,Redmond,WA,98053,47.712888,-122.0312832,Single Family Residential,2,2,1670,,0.1,2005,
66,/WA/Bellevue/14650-NE-32nd-St-98007/unit-A20/home/47377,269000,14650 NE 32 St Unit A-20,Bellevue,WA,98007,47.6390899,-122.1442266,Condo/Co-op,1,1,684,,,1976,1976
67,/WA/Redmond/20704-NE-112th-St-98053/home/145270093,929950,20704 NE 112th St NE,Redmond,WA,98053,47.6985728,-122.0644659,Vacant Land,,,,,,,
68,/WA/Redmond/W-Ames-Lake-Dr-NE-98053/home/40492608,275000,W Ames Lake Dr NE,Redmond,WA,98053,47.639358,-121.963107,Vacant Land,,,,,,,
69,/WA/Redmond/5812-249th-Ct-NE-98053/home/2068938,1668000,5812 249th Ct NE,Redmond,WA,98053,47.6574656,-122.0056705,Single Family Residential,4,4,4920,1000,1.16,2012,
70,/WA/Redmond/12408-232nd-Ter-NE-98053/home/443197,789000,12408 230th Place NE,Redmond,WA,98053,47.7096626,-122.0318841,Single Family Residential,2,2,1920,,0.13,2003,
71,/WA/Redmond/10761-155th-Pl-NE-98052/home/145236100,1749000,10761 155th Place NE,Redmond,WA,98052,47.6948182,-122.1330564,Single Family Residential,,,,,,,
72,/WA/Redmond/7902-260th-Ave-NE-98053/home/128133799,2098000,7902 260th Ave NE,Redmond,WA,98053,47.6708115,-121.992098,Vacant Land,,,,,,,
73,/WA/Redmond/21020-NE-Union-Hill-Rd-98053/home/443588,2100000,21020 NE Union Hill Rd,Redmond,WA,98053,47.6722767,-122.058758,Single Family Residential,3,2.5,3420,90,4.16,1978,2004
74,/WA/Redmond/7915-207th-Pl-NE-98053/home/22463478,500000,7915 207th Place NE,Redmond,WA,98053,47.6745929,-122.0638147,Vacant Land,,,,,0.54,,
75,/WA/Redmond/6315-225th-Ave-NE-98053/home/144984387,398500,6315 225th Ave NE,Redmond,WA,98053,47.6631732,-122.0381697,Vacant Land,,,,,,,
76,/WA/Redmond/27138-NE-29th-Pl-98053/home/22445700,1850000,27138 NE 29th Place,Redmond,WA,98053,47.6331755,-121.9764797,Single Family Residential,5,4.75,4730,,0.81,2016,
77,/WA/Carnation/66-W-Snoqualmie-Valley-Rd-NE-98014/home/143582115,319000,66 West Snoqualmie Valley Rd NE,Carnation,WA,98014,47.663104,-121.970685,Vacant Land,,,,,,,
78,/WA/Redmond/21351-NE-50th-St-98053/home/144875080,200000,21351 NE 50th St,Redmond,WA,98053,47.6520009,-122.0533717,Vacant Land,,,,,,,
79,/WA/Redmond/21301-NE-50th-St-98053/home/144874174,200000,21301 NE 50th St,Redmond,WA,98053,47.6520878,-122.0540401,Vacant Land,,,,,,,
80,/WA/Redmond/2-290th-Way-NE-98053/home/104109543,225000,2 290th Wy NE,Redmond,WA,98053,47.636783,-121.953125,Vacant Land,,,,,,,
81,/WA/Kirkland/7300-132nd-Ave-NE-98033/unit-1/home/144759251,1670000,7300 132nd Ave NE Lot 1,Kirkland,WA,98033,47.669948,-122.163293,Single Family Residential,,,,,,,
82,/WA/Redmond/27705-NE-37th-St-98053/home/2082987,228990,27705 NE 37th St,Redmond,WA,98053,47.6413225,-121.9657501,Mobile/Manufactured Home,,,,,0.28,,
83,/WA/Redmond/11503-174th-Ave-NE-98052/home/144722685,1304950,11503 174th Ave NE,Redmond,WA,98052,47.718583,-122.1087164,Single Family Residential,,,,,,,
84,/WA/Redmond/11557-174th-Ave-NE-98052/home/144722684,1290950,11557 174th Ave NE,Redmond,WA,98052,47.718583,-122.1087164,Single Family Residential,,,,,,,
85,/WA/Redmond/11580-174th-Ave-NE-98052/home/144722661,1289950,11580 174th Ave NE,Redmond,WA,98052,47.718583,-122.1087164,Single Family Residential,,,,,,,
86,/WA/Redmond/3076-W-Lake-Sammamish-Pkwy-NE-98052/home/22720181,1800000,3076 W Lake Sammamish Pkwy NE,Redmond,WA,98052,47.6384063,-122.0957413,Vacant Land,,,,,0.5,,
87,/WA/Redmond/27715-NE-37th-St-98053/home/22427032,475000,27715 NE 37th St,Redmond,WA,98053,47.6411859,-121.9651546,Vacant Land,,,,,0.23,,
88,/WA/Redmond/3605-278th-Pl-NE-98053/home/2068582,475000,3603 3605 278th Place NE,Redmond,WA,98053,47.6410846,-121.9654376,Mobile/Manufactured Home,,,,,0.23,,
89,/WA/Redmond/3547-278th-Pl-NE-98053/home/2071418,210000,3547 278th Place NE,Redmond,WA,98053,47.6408931,-121.9659852,Mobile/Manufactured Home,,,,,0.25,,
90,/WA/Redmond/12232-178th-Pl-NE-98052/home/143457461,1332900,12232 178th Place NE,Redmond,WA,98052,47.709361,-122.101785,Vacant Land,,,,,0.12,,
91,/WA/Redmond/9430-195th-Ave-NE-98053/home/144404008,2400000,9430 195th Ave,Redmond,WA,98053,47.6850049,-122.075608,Vacant Land,,,,,,,
92,/WA/Redmond/26408-NE-70th-St-98053/home/446774,4900000,26408 NE 70th St,Redmond,WA,98053,47.667908,-121.98594,Single Family Residential,7,8,13540,4130,7.07,1999,
93,/WA/Redmond/23040-Redmond-Fall-City-Rd-NE-98053/home/445613,5900000,23040 NE Redmond Fall City Road,Redmond,WA,98053,47.6457009,-122.0311019,Single Family Residential,5,2,1780,,2.68,1955,
94,/WA/Carnation/85-W-Snoqualmie-Valley-Rd-NE-98014/home/113847999,259000,85 W Snoqualmie Valley Rd NE,Carnation,WA,98014,47.676087,-121.984518,Vacant Land,,,,,,,
95,/WA/Kirkland/13255-NE-97th-St-98033/home/511733,13500000,13255 NE 97th,Kirkland,WA,98033,47.686869,-122.16245,Single Family Residential,4,2.5,3180,420,2.39,1963,
96,/WA/Redmond/26-NE-53rd-St-98053/home/136126829,249888,26 NE 53rd St,Redmond,WA,98053,47.653568,-121.985593,Vacant Land,,,,,,,
97,/WA/Carnation/28805-NE-52nd-St-98014/home/130619367,575000,28805 NE 52nd St,Carnation,WA,98014,47.6532225,-121.9540462,Vacant Land,,,,,,,
98,/WA/Redmond/12031-Dave-Rd-98052/home/49779727,799950,12031 Dave Rd NE,Redmond,WA,98052,47.7083806,-122.1223731,Vacant Land,,,,,,,
99,/WA/Redmond/English-Landing/Residence-H-241/home/142994738,1279900,Residence H-241,Redmond,WA,98052,47.709361,-122.101785,,,,,,,,
100,/WA/Redmond/English-Landing/Residence-P-330/home/143723111,1304900,Residence P-330,Redmond,WA,98052,47.709361,-122.101785,,,,,,,,
101,/WA/Redmond/English-Landing/Residence-H-390/home/145469553,1384900,Residence H-390,Redmond,WA,98052,47.7091753,-122.1021099,,,,,,,,
